Join_Count,TARGET_FID,F_id,F_version,F_created_at,F_updated_at,borocode,boroname,countyfips,nta2020,ntaname,ntaabbrev,ntatype,cdta2020,cdtaname,shape_leng,area_km2,Unique_Key,Created_Date,Closed_Date,Agency,Agency_Name,Problem__formerly_Complaint_Type_,Problem_Detail__formerly_Descriptor_,Additional_Details,Location_Type,Incident_Zip,Incident_Address,Street_Name,Cross_Street_1,Cross_Street_2,Intersection_Street_1,Intersection_Street_2,Address_Type,City,Landmark,Facility_Type,Status,Due_Date,Resolution_Description,Resolution_Action_Updated_Date,Community_Board,Council_District,Police_Precinct,BBL,Borough,X_Coordinate__State_Plane_,Y_Coordinate__State_Plane_,Open_Data_Channel_Type,Park_Facility_Name,Park_Borough,Vehicle_Type,Taxi_Company_Borough,Taxi_Pick_Up_Location,Bridge_Highway_Name,Bridge_Highway_Direction,Road_Ramp,Bridge_Highway_Segment,Latitude,Longitude,Location,Shape_Length,Shape_Area
714,25,row-qbe2-hwpy.c5q3,rv-fxrv_u68i~u7z6,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK0703,Sunset Park (Central),SnstPk_C,0,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),24014.323113,1.742330583178676,67978718,02/13/2026 10:53:00 AM,02/13/2026 10:58:00 AM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),WA1,Street,11220,750 52 STREET,52 STREET,7 AVE,8 AVE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,41 STREET,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 10:58:00 AM,07 BROOKLYN,43,Precinct 72,3008100028,BROOKLYN,982593,172681,PHONE,Unspecified,BROOKLYN,,,,,,,,40.640645911720000,-74.005970575419994,POINT (-74.00597057542 40.640645911724),0.076317874720096,0.000185487029781
28,26,row-sn62~jyas.7nzb,rv-mtfa~mzwu-sszt,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK0771,Green-Wood Cemetery,GrnWdCem,7,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),18789.0222744,1.960408701024844,67968133,02/12/2026 10:24:26 AM,12/30/2025 09:33:07 AM,DOT,Department of Transportation,Street Condition,Pothole,SC,Street,11218,MCDONALD AVENUE,MCDONALD AVENUE,MCDONALD AVENUE,TERRACE PLACE,37 STREET,FT HAMILTON PARKWAY,INTERSECTION,BROOKLYN,25 STREET,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,02/12/2026 10:24:26 AM,12 BROOKLYN,39,Precinct 66,3009020001,BROOKLYN,987286,173947,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.644120444460000,-73.989059981340006,POINT (-73.989059981339 40.644120444463),0.059964815606196,0.000208733454047
928,27,row-79ek_2pap~nwus,rv-tdja_3264.pfj7,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK0801,Prospect Heights,PrspctHts,0,BK08,BK08 Crown Heights (North) (CD 8 Approximation),15043.8346947,0.957734334080136,67988450,02/13/2026 05:44:00 PM,02/13/2026 03:15:00 PM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),WEFB,RESIDENTIAL BUILDING,11238,725 DEAN STREET,DEAN STREET,VANDERBILT AVE,UNDERHILL AVE,ATLANTIC AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,N/A,Open,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 03:15:00 PM,08 BROOKLYN,35,Precinct 77,3011300057,BROOKLYN,993580,186971,PHONE,Unspecified,BROOKLYN,,,,,,,,40.679864050390002,-73.966361961740006,POINT (-73.966361961741 40.679864050391),0.048795497155002,0.000102012588085
3412,28,row-p7na-prkh~u27a,rv-ndki_fjib-qxrj,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK0802,Crown Heights (North),CrwnHts_N,0,BK08,BK08 Crown Heights (North) (CD 8 Approximation),30149.1121113,3.290302175257139,67985637,02/13/2026 09:05:00 PM,02/13/2026 08:17:40 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),WC3,RESIDENTIAL BUILDING,11216,714 LINCOLN PLACE,LINCOLN PLACE,ROGERS AVE,NOSTRAND AVE,BERGEN STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,08 BROOKLYN,35,Precinct 77,3012610007,BROOKLYN,997417,183690,PHONE,Unspecified,BROOKLYN,,,,,,,,40.670853569889999,-73.952534595380001,POINT (-73.952534595383 40.670853569894),0.102058043165081,0.000350445512131
6,29,row-t3fe-8i29.z3p5,rv-efz4-epz6.2bpq,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK0891,Lincoln Terrace Park,LclnTrPk,9,BK08,BK08 Crown Heights (North) (CD 8 Approximation),4568.61664414,0.112841967575641,67271912,12/21/2025 01:19:20 PM,12/22/2025 12:40:00 PM,DOT,Department of Transportation,Street Condition,Pothole,WC3,,11213,,,,,PRESIDENT STREET,ROCHESTER AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,12/22/2025 12:40:00 PM,09 BROOKLYN,41,Precinct 71,,BROOKLYN,1004079,182242,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.666866719390001,-73.928523178419994,POINT (-73.928523178419 40.666866719391),0.014331096087452,0.000012017398519
1876,30,row-pg37-tduq_87pu,rv-wtsg~uave_7qcd,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK0901,Crown Heights (South),CrwnHts_S,0,BK09,BK09 Crown Heights (South) (CD 9 Approximation),24197.4189712,1.863069174592342,67986447,02/13/2026 08:32:32 PM,02/12/2026 11:57:41 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING,RESIDENTIAL BUILDING,11225,211 CROWN STREET,CROWN STREET,MONTGOMERY STREET,EMPIRE BOULEVARD,CROWN STREET,UTICA AVENUE,ADDRESS,BROOKLYN,KINGSTON AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,09 BROOKLYN,35,Precinct 71,3012890001,BROOKLYN,997178,182081,PHONE,Unspecified,BROOKLYN,,,,,,,,40.666437576630003,-73.953399246290004,POINT (-73.953399246291 40.666437576627),0.082182788298712,0.000198412055486
1919,31,row-3278~fsyj.huna,rv-ebxn_57nr-n3sq,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK0902,Prospect Lefferts Gardens-Wingate,PLG_Wngt,0,BK09,BK09 Crown Heights (South) (CD 9 Approximation),26322.4776125,2.233274655731437,67986445,02/13/2026 04:48:33 PM,02/12/2026 08:19:44 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,CHIPPED OR RUSTED,RESIDENTIAL BUILDING,11225,170 HAWTHORNE STREET,HAWTHORNE STREET,KINGSTON AVE,ALBANY AVE,PARKSIDE AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,09 BROOKLYN,40,Precinct 71,3050460028,BROOKLYN,996806,178845,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.657556008000000,-73.954746197280002,POINT (-73.95474619728 40.657556008001),0.088375970437637,0.000237813448873
1835,32,row-fhhc~kq3g_3isv,rv-f6np-3u8z-dvcz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1001,Bay Ridge,ByRdg,0,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),41302.1423703,5.726157576488246,67982330,02/13/2026 05:37:41 PM,02/13/2026 12:44:22 PM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,NO WATER,RESIDENTIAL BUILDING,11220,430 SENATOR STREET,SENATOR STREET,76 ST,77 ST,94 STREET,5 AVENUE,ADDRESS,BROOKLYN,4 AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,10 BROOKLYN,47,Precinct 68,3058550018,BROOKLYN,978144,170874,PHONE,Unspecified,BROOKLYN,,,,,,,,40.635684132930002,-74.021999772610002,POINT (-74.021999772615 40.635684132932),0.124544313308397,0.000609460587486
679,33,row-v9s8_3qwg_x4cs,rv-bm43_utkr.wdm9,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1002,Dyker Heights,DykrHts,0,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),25001.4900026,2.705246227082061,67982824,02/13/2026 09:26:00 PM,02/13/2026 12:59:30 PM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),WE,Street,11228,1271 80 STREET,80 STREET,12 AVE,13 AVE,62 STREET,63 STREET,ADDRESS,BROOKLYN,8 AVENUE,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,02/13/2026 11:30:55 AM,10 BROOKLYN,38,Precinct 68,3062670049,BROOKLYN,981155,164407,PHONE,Unspecified,BROOKLYN,,,,,,,,40.617935140909999,-74.011148246100007,POINT (-74.011148246101 40.617935140915),0.078269457698467,0.000287919969829
5,34,row-2ta6.dt4h_a6ux,rv-gwuy-jbv5~88ps,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1061,Fort Hamilton,FtHmltn,6,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),16460.9559644,0.786398057351564,66616009,10/26/2025 05:15:28 PM,10/29/2025 10:38:46 AM,DOT,Department of Transportation,Street Condition,Defective Hardware,N/A,Street,11209,FORT HAMILTON,FORT HAMILTON,STERLING DRIVE,SCHUM AVENUE,STERLING DRIVE,SCHUM AVENUE,PLACE,BROOKLYN,FT HAMILTON,N/A,Closed,,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",10/29/2025 10:38:49 AM,10 BROOKLYN,50,Precinct 68,3061530001,BROOKLYN,976316,161237,PHONE,Unspecified,BROOKLYN,,,,,,,,40.609231133720002,-74.028574686210007,POINT (-74.028574686212 40.609231133717),0.053579268806446,0.000083677026476
16,35,row-2eih.zvn8-rjaa,rv-gkp7_w6w6_zexh,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1091,Dyker Beach Park,DykrBchPk,9,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),14627.5083245,0.928009408132604,67420355,01/07/2026 11:05:00 AM,01/07/2026 06:30:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),SC1,Street,11228,1102 86 STREET,86 STREET,11 AVE,12 AVE,BAY 8 STREET,BELT PARKWAY,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection has investigated this complaint and has performed repair work.,01/07/2026 06:30:00 PM,11 BROOKLYN,50,Precinct 62,,BROOKLYN,979187,159370,PHONE,Unspecified,BROOKLYN,,,,,,,,40.604108706010003,-74.018233241090002,POINT (-74.018233241093 40.604108706012),0.045767484753427,0.000098749605569
1479,36,row-zyyk-8yda~zy8e,rv-88tr~bfyj~dzdz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1101,Bensonhurst,Bnsnhrst,0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),33669.6207624,4.518319252560057,67988023,02/13/2026 10:11:00 PM,02/13/2026 10:05:00 AM,DEP,Department of Environmental Protection,Water System,No Water (WNW),WNW,RESIDENTIAL BUILDING,11204,2150 65 STREET,65 STREET,21 AVE,SEA BEACH LINE,65 STREET,AVENUE O,ADDRESS,BROOKLYN,WEST 5 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,11 BROOKLYN,43,Precinct 62,3055570024,BROOKLYN,989103,163131,PHONE,Unspecified,BROOKLYN,,,,,,,,40.614431996710003,-73.982520323320003,POINT (-73.982520323319 40.614431996705),0.109142933862617,0.000480809929272
1130,37,row-q3mz~czc3~inn2,rv-c5i9_7i6x-6uk2,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1102,Bath Beach,BthBch,0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),22422.3733635,1.909786642624276,67985632,02/13/2026 06:56:00 PM,02/13/2026 12:51:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),WC1,RESIDENTIAL BUILDING,11228,1073 SHORE PARKWAY,SHORE PARKWAY,15 AVE,16 AVE,BAY 8 STREET,15 AVENUE,ADDRESS,BROOKLYN,86 STREET,N/A,Open,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 12:51:00 PM,11 BROOKLYN,50,Precinct 62,3064850003,BROOKLYN,979832,159021,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.603151117119999,-74.015910192310002,POINT (-74.015910192306 40.603151117118),0.072535158544492,0.000203200022712
879,38,row-etgq~gspa~yad8,rv-tjqq~43ap_a9x7,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1103,Gravesend (West),Grvsnd_W,0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),32872.7222703,3.143370453380542,67980819,02/13/2026 12:13:41 PM,02/11/2026 11:50:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,11214,2250 83 STREET,83 STREET,BAY 40 ST,BAY 41 ST,BAY PARKWAY,CROPSEY AVENUE,ADDRESS,BROOKLYN,WEST 12 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,11 BROOKLYN,43,Precinct 62,3063310018,BROOKLYN,986773,158952,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.602962468270000,-73.990914146310004,POINT (-73.990914146306 40.602962468271),0.106040937407669,0.000334428045437
465,39,row-3xx4~mz4y-x576,rv-cda6~d7km.3xpx,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1201,Sunset Park (East)-Borough Park (West),SnstPk_E,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),15982.4798253,1.091532339416656,67981433,02/13/2026 07:23:00 AM,02/13/2026 07:25:00 AM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),WA1,Street,11232,3902 9 AVENUE,9 AVENUE,39 ST,40 ST,40 STREET,41 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 07:25:00 AM,12 BROOKLYN,38,Precinct 66,3009160035,BROOKLYN,985582,174580,PHONE,Unspecified,BROOKLYN,,,,,,,,40.645858313209999,-73.995200103960002,POINT (-73.995200103961 40.645858313211),0.051330377853596,0.000116200924251
1557,40,row-rpb6_2v4t~mtix,rv-74ke_h285.cvwp,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1202,Borough Park,BoroPk,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),28481.0788717,3.760835200968727,67986472,02/13/2026 04:40:57 PM,02/12/2026 01:11:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,11219,4520 12 AVENUE,12 AVENUE,12 AVE,13 AVE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,50 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,12 BROOKLYN,44,Precinct 66,3056150048,BROOKLYN,986424,171877,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.638438991900003,-73.992166806460006,POINT (-73.992166806465 40.638438991902),0.090134101209668,0.000400319493336
838,41,row-rfnk_gvt9_74t7,rv-fhhr.9z5k-gkw9,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1203,Kensington,Knsngtn,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),20316.7350369,1.623131408621520,67983658,02/13/2026 03:53:08 PM,02/13/2026 03:38:02 PM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,AIR VALVE BROKEN OR MISSING,RESIDENTIAL BUILDING,11218,723 EAST    5 STREET,EAST    5 STREET,DAHILL RD,MC DONALD AVE,DITMAS AVENUE,OCEAN PARKWAY,ADDRESS,BROOKLYN,OCEAN PARKWAY,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,12 BROOKLYN,40,Precinct 66,3053990067,BROOKLYN,991513,170477,PHONE,Unspecified,BROOKLYN,,,,,,,,40.634593579239997,-73.973832011460004,POINT (-73.973832011461 40.634593579241),0.063874123876909,0.000172793990893
838,42,row-kwwn~x349_gni4,rv-wn25~5qca_yrxp,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1204,Mapleton-Midwood (West),Mpltn,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),27783.87638,2.913102889181429,67979499,02/13/2026 07:55:00 PM,02/13/2026 03:09:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,11230,820 EAST   10 STREET,EAST   10 STREET,17 AVENUE,59 STREET,EAST 9 STREET,AVENUE J,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,14 BROOKLYN,45,Precinct 70,3065120012,BROOKLYN,993407,168451,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.629030882850003,-73.967010835620002,POINT (-73.967010835624 40.629030882854),0.087292043669194,0.000310020976992
370,43,row-z773~5bx2~tinz,rv-cfdq~4awr~8mdg,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1301,Gravesend (South),Grvsnd_S,0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),36857.7904022,2.400206505104639,67976628,02/12/2026 02:47:29 PM,02/10/2026 10:29:55 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,CHIPPED OR RUSTED,RESIDENTIAL BUILDING,11223,9 NIXON COURT,NIXON COURT,AVENUE W,AVENUE X,EAST 6 STREET,BELT PARKWAY,ADDRESS,BROOKLYN,CROPSEY AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/12/2026 12:00:00 AM,13 BROOKLYN,47,Precinct 60,3072380082,BROOKLYN,992931,152381,PHONE,Unspecified,BROOKLYN,,,,,,,,40.584922502630000,-73.968746337110005,POINT (-73.968746337111 40.584922502631),0.123164186941976,0.000255319143452
869,44,row-9m7q_ujwu-bu9e,rv-qhih_vdzw_ssw5,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1302,Coney Island-Sea Gate,CnyIsl,0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),49219.5235304,4.421130609978991,67980045,02/13/2026 10:20:00 PM,02/13/2026 10:48:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),WC2,RESIDENTIAL BUILDING,11224,2860 WEST    5 STREET,WEST    5 STREET,NEPTUNE AVE,W BRIGHTON AVE,WEST 6 STREET,NEPTUNE AVENUE,ADDRESS,BROOKLYN,OCEAN PARKWAY,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,13 BROOKLYN,48,Precinct 60,3072737501,BROOKLYN,992027,150332,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.579299242719998,-73.972003309399994,POINT (-73.972003309401 40.57929924272),0.162900199600037,0.000470216344007
